vehicle_id,vehicle_type,make,year,total_km,avg_daily_km,last_oil_change_km,days_since_oil_change,last_oil_filter_change_km,days_since_oil_filter_change,last_fuel_filter_change_km,days_since_fuel_filter_change,last_fuel_pump_change_km,days_since_fuel_pump_change,last_battery_change_km,days_since_battery_change,last_spark_plugs_change_km,days_since_spark_plugs_change,last_shock_absorbers_change_km,days_since_shock_absorbers_change,last_brake_fluid_change_km,days_since_brake_fluid_change,last_brake_pads_change_km,days_since_brake_pads_change,last_tires_change_km,days_since_tires_change,last_coolant_change_km,days_since_coolant_change,last_water_pump_change_km,days_since_water_pump_change,last_radiator_change_km,days_since_radiator_change,last_transmission_fluid_change_km,days_since_transmission_fluid_change,driving_condition,target_days_to_next_maintenance
1513,Car,Hyundai,2024,40069,129,30633,73,32324,59,33049,55,0,822,0,787,37871,16,0,692,35142,39,25084,116,30187,77,0,338,0,820,0,1049,0,431,Highway,85
1514,Car,BMW,2006,727011,128,726017,7,719704,57,708178,148,548383,1395,662784,502,710377,129,714913,93,711291,123,689904,289,699560,214,707564,152,709061,140,712673,110,645515,638,Highway,36
1515,Car,Hyundai,2010,841388,186,837539,21,833099,45,817266,130,720726,649,755951,460,800560,219,756496,457,836464,27,824061,94,793532,257,773517,365,812711,154,761281,430,754839,465,Mixed,39
1516,Bus,Volvo,2005,1438439,239,1436584,7,1436019,10,1390956,199,1281110,658,1359734,329,1376968,257,1406744,133,1388926,207,1402528,150,1426619,49,1400211,160,1371475,280,1340985,408,1434731,15,Highway,47
1517,Car,Ford,2000,1005287,134,1000606,35,1001902,26,990128,112,990232,112,954055,383,939018,495,967981,278,950724,407,965371,297,946952,434,927805,579,954499,379,941795,474,953940,384,Highway,82
1518,Car,Honda,2012,565138,146,564009,7,558299,48,520642,305,459619,722,547308,121,488352,526,552855,85,550777,98,537932,187,551221,97,505701,408,550060,103,415477,1026,499321,452,Mixed,86
1519,Bus,Volvo,2013,696460,194,691620,25,696610,0,672132,126,639505,293,692672,20,647767,251,671746,127,651081,234,688797,40,670229,135,622247,382,693976,13,563042,688,626208,362,Highway,63
1520,Bus,Iveco,2011,1257987,298,1253699,15,1252543,19,1229789,95,1224444,112,1200933,191,1192741,219,1220868,125,1201540,189,1248130,33,1232974,84,1202815,185,1230267,93,1101332,526,1176726,272,Mixed,44
1521,Car,Hyundai,2020,75379,58,73504,31,71025,77,56847,318,15060,1040,52216,399,60386,259,55321,348,73816,29,44499,533,59424,273,10151,1126,0,1546,29539,792,67730,132,Mixed,70
1522,Truck,Scania,2025,10709,232,3377,31,1064,42,0,63,0,349,0,55,0,132,4346,28,0,144,0,140,0,139,0,86,0,164,0,122,0,147,Urban,82
1523,Bus,Volvo,2010,1460743,325,1456916,12,1451227,29,1454459,19,1341808,366,1371371,275,1427193,103,1397724,194,1443084,54,1413357,145,1419444,127,1402020,181,1406421,167,1456215,14,1397385,195,Highway,67
1524,Car,BMW,2021,104899,93,97612,78,104681,4,77517,295,77222,296,77947,289,51671,570,51529,572,86724,194,83556,231,69267,382,35629,744,57704,507,0,1307,32911,774,Urban,52
1525,Car,Toyota,2012,679639,173,670456,53,671431,47,636267,251,624365,319,634667,261,630782,283,593428,498,628613,295,655952,138,623148,326,651356,164,590249,516,507269,996,606266,424,Highway,47
1526,Car,BMW,2005,370718,61,363452,119,364492,103,341773,476,264931,1733,262662,1770,325645,738,305446,1066,320427,824,345705,408,357707,216,292407,1281,276524,1546,211206,2616,321795,803,Urban,35
1527,Bus,Iveco,2001,2008726,279,2006711,7,2000275,30,1999991,31,1829569,642,1938087,253,1955180,192,1993643,54,1981908,96,1998399,37,2002418,23,1957839,182,1970718,136,1869482,499,1995120,49,Urban,74
1528,Bus,Volvo,2009,787330,165,780296,43,787111,2,738265,298,704801,501,671359,702,714383,442,740453,284,781779,33,780978,38,730003,347,751819,214,781460,36,716348,431,715583,435,Urban,77
1529,Car,BMW,2014,467080,139,463483,26,458514,62,447889,138,456398,77,436885,218,411857,398,442631,176,443625,169,421986,324,421653,327,412227,393,426510,291,437008,216,407534,428,Highway,52
1530,Truck,Scania,2006,822408,142,820648,12,822385,0,798379,168,719872,722,786796,251,756556,463,805442,120,778827,307,805883,116,788458,240,786623,252,759078,446,704043,834,737694,595,Highway,40
1531,Car,Toyota,2012,398882,102,397421,15,396550,24,389761,89,384664,139,377845,208,348087,500,367837,306,350121,478,386765,118,365649,326,373639,247,313495,837,358202,399,326482,709,Urban,79
1532,Truck,Ford,2012,689506,178,687140,13,683399,35,668738,117,648022,232,604136,480,676190,75,677273,69,667043,127,657841,178,659560,168,624605,365,590027,559,669121,115,655991,188,Mixed,89
1533,Truck,MAN,2019,296106,169,288009,47,290298,34,251635,263,234683,364,276340,117,237557,347,281544,86,290745,32,247946,285,275083,124,231039,385,192613,612,247321,289,214496,483,Highway,87
1534,Bus,MAN,2025,2909,359,0,16,0,26,0,17,0,279,0,197,0,80,0,48,0,121,0,59,0,62,0,89,0,157,0,43,0,118,Highway,54
1535,Truck,Ford,2011,498568,118,498013,3,496674,16,471105,233,495646,25,493026,47,484386,121,446700,440,458651,338,456957,352,484374,122,433481,551,479967,157,361633,1160,420801,660,Mixed,34
1536,Truck,Scania,2003,1616465,246,1616288,1,1612880,14,1568930,193,1455593,654,1585133,128,1586632,121,1572006,181,1576453,162,1566873,202,1577856,157,1541424,305,1558964,234,1552511,260,1551263,265,Mixed,68
1537,Car,Toyota,2015,144192,50,141892,46,136552,159,118956,507,16142,2561,130525,274,96183,962,63642,1609,116036,560,131481,258,108430,722,119451,494,55555,1775,24775,2390,99034,902,Highway,87
1538,Truck,Scania,2023,128531,224,120997,34,127440,5,121899,29,34475,419,80509,214,56075,324,57008,320,79257,220,91828,164,102272,118,76826,231,85983,190,78151,225,89858,173,Urban,42
1539,Truck,Volvo,2015,819668,273,814589,18,818569,4,798957,76,709950,402,714857,384,815631,15,810981,32,775142,164,818438,4,779293,148,818072,6,809718,36,778064,153,743547,279,Urban,85
1540,Car,Ford,2016,472547,177,464436,46,468068,25,423882,275,305815,942,357381,650,405967,376,465807,38,441976,173,456764,89,415111,324,463178,53,368905,585,316646,880,456410,92,Mixed,30
1541,Bus,Iveco,2015,1178550,392,1169363,23,1171581,18,1178374,1,1075719,262,1154253,62,1099717,201,1146291,82,1126743,132,1155806,58,1164424,36,1114231,164,1103300,192,1126808,132,1111876,170,Urban,56
1542,Bus,Scania,2000,2937376,391,2930832,17,2928828,22,2892708,114,2926045,29,2932944,11,2906108,80,2853424,215,2927974,24,2913641,61,2929487,20,2905711,81,2818438,304,2851072,221,2936966,1,Highway,42
1543,Truck,Volvo,2001,762124,104,755130,66,755611,62,755437,64,638085,1193,711446,486,686928,721,731590,294,716661,438,749862,118,726468,342,734796,262,692462,669,612639,1437,698374,613,Mixed,80
1544,Bus,MAN,2005,1886854,314,1884240,9,1880850,19,1841711,144,1781663,335,1800983,274,1858628,90,1819140,215,1840278,149,1870527,52,1876815,32,1840316,148,1809106,248,1876735,32,1852303,110,Mixed,37
1545,Bus,Mercedes,2001,2466176,344,2465133,3,2457524,25,2445173,61,2412005,158,2365061,294,2435032,91,2455745,30,2421748,129,2450734,45,2431445,101,2443502,66,2452126,41,2305843,466,2464466,5,Urban,35
1546,Car,Ford,2019,264650,150,262177,17,254812,65,230295,228,251117,90,190084,497,204663,400,263423,8,213334,343,246907,118,216679,320,241669,153,210485,361,185903,525,177125,584,Mixed,63
1547,Car,BMW,2017,242133,99,240172,19,241531,5,225583,168,80928,1627,185395,573,163273,796,197438,451,226901,155,240898,13,213744,287,225669,167,170528,723,234190,81,238869,33,Urban,65
1548,Bus,MAN,2016,664374,245,658754,22,664100,1,643591,85,564369,408,650397,57,625899,157,658412,24,616110,197,619584,183,648693,64,590251,303,606713,235,642374,90,653569,44,Highway,35
1549,Truck,Scania,2015,388486,127,386001,20,386480,16,369673,149,271762,920,307236,641,333762,431,380107,66,388143,3,363086,200,347541,322,309151,625,377648,85,311700,606,381780,52,Urban,49
1550,Bus,Iveco,2011,1524186,361,1522356,5,1517926,17,1493506,85,1471242,147,1445533,218,1496339,77,1489819,95,1483988,111,1492306,88,1500712,65,1491952,89,1519725,12,1348362,487,1485439,107,Highway,54
1551,Bus,Scania,2025,8069,373,0,24,927,19,0,36,0,221,0,241,3667,12,0,33,0,141,948,19,0,158,1765,17,0,193,0,119,0,132,Urban,31
1552,Bus,Volvo,2009,1187272,248,1178032,38,1180029,29,1156028,126,1056230,528,1142941,178,1179035,33,1142418,181,1149810,151,1154547,132,1132044,223,1175314,48,1187246,0,1061281,508,1153055,138,Highway,82
1553,Truck,Volvo,2011,982184,236,979258,13,979890,10,975243,29,862895,506,982221,0,980965,6,902055,339,948714,142,968547,58,961923,86,911633,299,882148,424,950791,133,958670,100,Highway,80
1554,Car,Toyota,2015,383939,131,375034,67,374425,72,359954,184,214164,1294,360321,180,372322,89,323366,462,337733,353,334376,380,348569,270,342218,318,357794,199,334530,377,340212,334,Mixed,60
1555,Bus,Scania,2018,653648,313,649224,14,646561,23,638274,49,535410,378,534157,382,579760,236,579427,237,642515,35,631369,71,638461,49,650573,10,551356,327,649136,15,607844,146,Mixed,30
1556,Car,Toyota,2012,432814,111,427834,45,430286,22,415713,154,290348,1283,352996,721,425685,63,396222,330,393669,353,404530,255,403708,262,423323,86,397338,320,255482,1598,373271,537,Mixed,63
1557,Car,Ford,2008,666762,132,662302,35,664609,16,631740,266,607699,447,566614,757,646147,156,635683,235,639432,208,663201,27,636001,233,626794,302,613370,405,646081,156,603938,475,Mixed,87
1558,Bus,Mercedes,2010,858952,190,858207,4,854993,22,824399,181,728299,688,810231,256,804171,289,795193,335,813926,237,840521,97,852274,36,825419,177,744709,601,712561,770,769382,472,Highway,86
1559,Car,Toyota,2022,153745,170,153417,2,145908,46,134095,115,31835,717,131140,133,127473,154,102234,303,102754,300,128652,148,146924,39,127442,155,45841,635,137768,94,121501,190,Mixed,73
1560,Truck,Volvo,2009,1137190,236,1128184,38,1134818,10,1123294,59,1130374,29,1083569,227,1119104,76,1066241,301,1127260,43,1117534,84,1113912,99,1095521,177,1098116,166,993613,609,1133651,15,Mixed,84
1561,Car,Ford,2023,77651,126,74577,24,73885,31,67273,83,46025,251,0,692,35941,331,69444,64,65854,93,49575,223,47004,244,722,611,47315,240,0,1220,0,642,Highway,50
1562,Car,Toyota,2003,999030,150,992822,42,993961,33,986430,84,913190,572,989131,67,967573,210,925900,488,996197,19,996310,18,949890,328,925440,490,939365,397,909358,598,935318,426,Mixed,83
1563,Bus,Volvo,2005,1114303,184,1111075,17,1113039,7,1074194,217,965520,809,1005170,594,1085338,157,1089588,134,1077702,199,1095566,102,1057658,308,1053345,331,1032248,446,939716,949,1033057,441,Mixed,38
1564,Truck,Ford,2010,532752,119,529594,28,523311,80,498856,284,363003,1424,441628,765,468048,544,484907,403,490694,355,522735,86,515303,147,496743,302,496309,306,436838,807,448001,711,Urban,55
1565,Bus,Mercedes,2014,1314758,399,1311564,8,1307522,18,1290025,62,1243167,179,1264893,125,1296501,46,1274171,102,1302257,31,1287122,69,1311351,8,1299896,37,1255031,150,1140411,437,1268657,115,Urban,49
1566,Truck,MAN,2024,38036,126,33196,39,33122,39,205,300,0,1373,0,589,29218,69,0,323,0,349,34731,25,0,359,0,507,0,907,0,1367,37222,6,Mixed,59
1567,Truck,Mercedes,2023,70083,113,62661,66,63018,62,51254,166,0,1386,0,798,12914,506,0,642,19376,448,53460,147,41334,255,1266,608,0,809,33705,321,52603,155,Highway,75
1568,Bus,MAN,2000,2260815,302,2252041,29,2251336,31,2215344,150,2192062,228,2198599,206,2241276,64,2174391,286,2247795,43,2246741,47,2214668,152,2220352,134,2247860,42,2089771,566,2184882,251,Mixed,31
1569,Bus,MAN,2012,997198,255,991591,22,991632,22,970118,106,975430,85,995221,8,949271,188,949607,186,959945,146,965278,125,954747,166,933420,250,981459,62,857523,548,955535,163,Urban,38
1570,Truck,Mercedes,2014,462462,141,453662,63,459507,22,441126,150,321885,997,365899,684,396355,468,447579,105,406289,397,416049,329,415644,333,434187,200,346421,824,411190,364,394363,483,Urban,86
1571,Truck,Volvo,2017,516550,215,509190,33,509629,32,509214,34,352252,764,414182,476,497207,90,473250,201,512663,18,473250,201,465697,237,504998,54,405948,514,441641,349,485101,146,Highway,58
1572,Bus,Scania,2021,355019,298,346851,28,351322,13,343426,39,207572,495,335897,64,315371,133,338019,57,349890,17,334646,68,334920,67,338807,55,317613,126,256194,332,285877,232,Mixed,69
1573,Car,Toyota,2000,991720,134,983344,63,982842,66,950968,304,820245,1279,916735,559,951835,297,948412,323,983144,64,982116,72,984962,51,957202,257,956474,263,908290,622,984356,55,Mixed,80
1574,Truck,Ford,2010,1230404,274,1221644,32,1228745,6,1229071,5,1188905,151,1121899,396,1226158,15,1140886,327,1184330,168,1222440,29,1192492,138,1223280,26,1171328,216,1215034,56,1218778,42,Mixed,84
1575,Truck,Ford,2000,1498479,199,1495475,16,1498310,0,1496779,8,1475851,114,1465824,164,1463094,178,1469138,147,1478327,101,1478884,99,1456325,212,1495042,17,1416959,409,1331299,840,1445288,268,Mixed,84
1576,Truck,Scania,2000,2048220,273,2047700,2,2046975,5,2018258,110,1980779,247,1993557,200,2036618,42,2005496,156,2007522,149,2014652,123,2042791,20,1968165,292,2032509,58,1951074,356,2035466,47,Highway,49
1577,Truck,MAN,2018,517177,249,512452,19,511708,22,486438,123,399208,473,493441,95,488499,115,431597,343,486069,126,515214,8,512632,18,442865,299,440191,309,508635,35,488033,118,Highway,89
1578,Car,BMW,2005,709766,119,705050,41,706867,24,688332,180,619508,757,606549,868,693172,140,680967,242,684425,213,685955,200,682911,227,639849,588,640318,584,665694,371,627530,691,Highway,80
1579,Bus,Scania,2015,634631,209,625730,43,634255,2,633353,7,549772,406,615913,89,608264,126,551724,397,619138,74,597053,180,578521,268,610732,115,553518,388,545708,425,626190,40,Urban,52
1580,Truck,Ford,2002,1768538,255,1766815,6,1767634,4,1757556,43,1652989,453,1664368,408,1747856,81,1689011,312,1718212,197,1746876,84,1754927,53,1701118,264,1659864,426,1591738,694,1725464,169,Highway,56
1581,Bus,Scania,2004,2066470,329,2059277,21,2066586,0,2029258,113,1947733,361,2006944,181,2030985,108,2032528,103,2043950,68,2045091,65,2044764,66,1990382,231,1969347,295,1966882,302,2036976,89,Mixed,54
1582,Truck,Volvo,2001,2041092,283,2041117,0,2040674,1,2006777,122,2004174,131,1992362,172,1997055,155,2039889,4,2009405,112,2032083,32,1985169,198,1981187,211,1980582,214,1948821,326,1962696,277,Urban,83
1583,Bus,Mercedes,2011,627848,150,625356,18,622607,35,605070,153,510305,784,577019,338,552209,504,552292,504,568192,397,623378,29,568269,397,595770,214,573262,364,593644,228,563726,427,Urban,51
1584,Car,Toyota,2017,225808,92,225321,5,224627,12,204469,232,46974,1944,127410,1070,207213,201,138642,948,202992,246,186064,432,186677,426,210399,168,175723,545,220495,57,212695,143,Mixed,89
1585,Truck,MAN,2024,69018,225,66963,9,64697,19,62920,27,0,449,0,523,17014,231,44515,108,49741,86,32210,163,59547,42,3020,293,0,446,0,589,29624,174,Highway,50
1586,Truck,Scania,2020,320192,220,313948,28,312795,34,289859,138,147974,783,293950,119,292380,126,279265,186,298130,101,292548,126,317282,13,314871,24,291334,131,224644,434,319172,4,Mixed,31
1587,Car,Honda,2011,809378,193,805027,22,808711,4,761495,248,642193,866,728510,418,798745,56,763369,239,793496,83,803716,30,767703,215,738846,366,711264,508,676478,689,752306,296,Urban,88
1588,Car,Ford,2010,546038,121,544309,14,544139,17,518247,229,475512,582,474619,590,532059,116,481842,531,540039,50,538183,66,523949,183,482569,524,494696,424,419783,1043,482117,529,Mixed,32
1589,Car,Hyundai,2004,450461,70,447955,38,449914,7,431830,267,429374,300,443002,105,432941,252,363449,1242,446279,57,411334,558,401396,701,399766,726,348409,1457,303404,2100,423681,384,Mixed,37
1590,Truck,MAN,2010,844564,188,835722,46,839535,26,828384,86,706402,736,726599,628,798121,247,790462,288,789189,294,804917,211,821383,124,806636,201,730317,608,789453,293,807811,196,Urban,64
1591,Car,BMW,2014,444431,135,440785,26,439773,35,414116,224,430213,105,406723,279,441132,24,443540,6,413390,230,439762,35,419135,187,410275,252,347710,716,396129,358,421637,169,Mixed,36
1592,Bus,Scania,2020,367592,245,364278,13,361155,26,354207,54,313350,221,302170,267,357514,42,285169,337,318311,201,328763,158,365043,10,328381,160,253165,467,366173,6,315162,214,Highway,67
1593,Car,Hyundai,2017,344289,142,344188,1,337432,48,301722,301,286208,409,290598,377,286023,410,341342,20,287562,399,321722,159,294708,349,293215,359,252119,650,312219,226,312515,224,Urban,69
1594,Bus,Volvo,2002,1289786,186,1281482,45,1287214,14,1282394,40,1225817,344,1284717,27,1242641,254,1223702,356,1287819,11,1248925,220,1280468,50,1224917,348,1283884,31,1151581,743,1206680,447,Highway,63
1595,Bus,Iveco,2020,413022,277,404976,29,410814,8,409908,11,384447,103,374912,138,348303,233,346800,239,368633,160,393805,69,368046,162,392874,72,326843,311,275172,498,324005,321,Urban,71
1596,Car,BMW,2008,860002,168,855533,26,857556,14,817667,252,855930,23,757618,610,798388,366,777232,492,850050,59,837426,134,848960,66,787133,434,770163,534,838053,130,790765,412,Urban,54
1597,Bus,MAN,2008,2024216,397,2023112,3,2015508,22,2000805,59,1904579,301,1961279,159,1966486,146,2018244,15,2013864,26,1998718,64,2002411,55,1962659,155,1944924,200,1870545,387,2021536,7,Urban,85
1598,Car,Honda,2011,806516,190,802918,18,804397,11,790809,84,799821,34,773222,175,759297,249,736877,367,777795,151,803273,17,790528,85,796437,53,754321,275,674574,694,752435,284,Urban,79
1599,Bus,Volvo,2013,1319449,368,1311479,22,1310533,24,1283103,99,1188748,355,1278938,110,1283268,98,1284916,94,1287509,87,1317151,6,1315450,11,1301587,48,1299254,55,1250579,187,1301536,49,Highway,72
1600,Car,Hyundai,2018,117864,62,108096,158,110249,123,100146,285,36341,1316,68016,805,73576,713,87704,488,63306,882,106378,184,110361,120,44453,1184,75494,686,0,2109,110209,122,Highway,44
1601,Bus,Iveco,2009,964905,202,963331,8,959279,28,926305,192,920183,222,908600,278,911573,264,919101,227,939872,124,941499,116,962474,12,910431,269,879652,422,874526,448,916503,239,Urban,78
1602,Bus,Scania,2018,494678,236,491984,11,487301,32,448151,197,444771,212,390206,442,435064,252,411711,352,437440,243,463522,132,467443,115,449103,193,430475,273,454282,172,485266,40,Mixed,31
1603,Bus,Volvo,2000,1354287,180,1347355,39,1350900,18,1342775,64,1349019,30,1294259,334,1302929,286,1272480,454,1320478,188,1345590,49,1302141,290,1336726,98,1328107,145,1289804,358,1303780,281,Mixed,84
1604,Car,Hyundai,2010,431766,95,428132,38,430846,9,397863,358,411088,217,358596,771,384630,496,410204,226,411430,214,398938,344,390816,432,422087,101,389954,440,281863,1579,402839,306,Urban,31
1605,Bus,MAN,2002,1859741,270,1853307,24,1857203,10,1816139,162,1803032,210,1830133,110,1851853,29,1834999,91,1828761,115,1817273,158,1839016,77,1849958,36,1852590,26,1786904,270,1858054,6,Mixed,37
1606,Car,Hyundai,2013,620458,172,620024,3,613098,43,606802,78,530131,525,545525,436,563789,330,607508,75,562093,339,590388,175,584089,212,590351,175,536826,486,508799,649,553891,388,Highway,72
1607,Truck,Volvo,2001,1512774,209,1509641,15,1504617,39,1472305,194,1393567,570,1448978,305,1500575,58,1432025,386,1476404,174,1495564,83,1484459,135,1485736,130,1405519,513,1446656,316,1444918,324,Urban,33
1608,Truck,MAN,2024,29326,120,27498,16,28757,5,14410,125,10262,160,0,926,0,619,0,254,0,247,20142,76,22495,57,8674,173,0,320,1084,236,0,308,Mixed,83
1609,Truck,Mercedes,2018,346502,166,342736,23,341719,29,342931,22,293819,317,277592,416,313424,200,345643,5,331096,93,346317,1,333802,76,343949,16,293411,319,193073,925,260590,518,Urban,68
1610,Car,Ford,2004,886028,140,882346,26,881168,35,852192,241,852277,241,794724,653,812125,527,834853,366,856716,210,864204,155,846873,279,834329,368,793431,661,756524,926,823155,449,Urban,51
1611,Car,BMW,2025,1105,170,0,45,903,1,275,5,0,961,0,481,0,73,0,40,0,145,0,269,0,46,0,443,0,595,0,381,0,351,Mixed,86
1612,Truck,Ford,2010,1031946,230,1026248,25,1027106,21,988200,190,1006379,112,988326,189,1028299,16,986913,196,1004751,118,993535,168,1029859,9,1031883,1,977451,237,884744,640,954062,339,Urban,63
1613,Car,Hyundai,2022,75535,95,73943,17,67458,86,27057,511,0,1050,33372,443,36802,408,8064,711,73994,16,26070,523,35240,425,24011,543,56885,198,0,1196,72024,36,Mixed,61
1614,Bus,Volvo,2003,1353119,205,1352324,4,1350621,12,1325467,135,1217953,659,1322967,148,1321102,156,1296261,277,1339357,67,1341817,54,1310655,207,1322963,147,1310791,207,1282236,345,1265054,429,Highway,76
1615,Truck,Ford,2000,1943798,259,1937714,24,1938616,20,1943106,3,1803771,541,1903970,154,1891459,202,1891062,203,1925498,71,1943602,1,1940510,13,1894428,190,1907826,139,1882309,237,1880842,243,Mixed,51
1616,Bus,Mercedes,2016,961091,352,953720,21,954474,19,932467,81,835684,356,857344,295,954032,20,951397,28,925063,103,955014,17,910735,143,937533,67,898199,179,811674,424,938557,64,Urban,50
1617,Bus,Scania,2018,446036,210,440587,26,443459,12,445956,0,427681,87,374390,341,418495,131,436882,43,417075,138,410262,171,413216,156,398660,225,433101,61,300461,694,412764,159,Urban,34
1618,Truck,Volvo,2019,351541,194,345480,32,344612,35,321757,153,302717,252,318876,168,297380,279,314937,188,345814,30,307400,227,303851,245,323686,145,298611,273,255977,492,345682,30,Mixed,84
1619,Bus,Iveco,2020,404672,265,396162,32,403749,4,374458,114,315842,336,374713,113,385408,73,323722,306,386129,70,355896,184,355566,185,326750,294,303138,383,343700,230,341068,240,Mixed,81
1620,Bus,Iveco,2016,688334,255,686954,6,684236,16,639645,190,681534,27,629473,231,624089,252,618586,274,670173,71,647548,160,647422,161,622347,259,653943,135,510464,697,658325,118,Urban,43
1621,Bus,Mercedes,2003,2232266,338,2230414,5,2223813,25,2209949,66,2084238,438,2196187,107,2176912,164,2181997,149,2214122,54,2224739,22,2179201,157,2221398,32,2171313,180,2096074,403,2230823,4,Urban,37
1622,Truck,Volvo,2018,364795,174,359912,28,359932,28,327844,213,276123,510,289181,434,323605,237,325142,228,337111,160,326210,222,350282,84,351913,74,353078,68,275993,511,313326,296,Highway,75
1623,Car,Ford,2014,620043,185,617072,16,614612,28,612158,42,442466,960,615558,24,550053,378,552835,363,582996,200,589339,166,576896,233,605868,76,513147,578,492428,690,586045,184,Highway,65
1624,Car,BMW,2007,982332,182,976440,33,972754,52,957510,136,950575,174,896197,473,912546,383,973972,46,968571,76,969696,70,958102,133,956625,141,869674,620,842552,769,958539,131,Mixed,87
1625,Car,Hyundai,2019,342366,189,336349,31,335473,36,308040,181,338569,20,300976,219,315127,144,338815,18,295427,248,327353,80,314549,148,278674,336,239972,542,198927,759,331656,57,Mixed,74
1626,Car,BMW,2005,423269,71,418332,70,414192,126,405105,256,297171,1775,334887,1246,396066,384,394946,402,373178,703,399222,339,396167,381,402354,293,329154,1323,376137,665,347358,1069,Mixed,33
1627,Bus,Volvo,2022,209965,227,208477,7,201408,38,189960,88,45745,723,91790,521,165160,197,191312,82,165259,197,198026,53,191577,81,165394,197,108435,448,198420,51,184069,113,Mixed,68
1628,Car,Ford,2002,1017019,147,1016310,4,1016401,4,971401,310,1005984,75,988505,194,995646,145,946071,483,1005209,79,995236,147,965026,354,1015647,8,954357,427,968082,333,994119,156,Urban,72
1629,Truck,Ford,2025,4023,161,0,40,0,42,0,210,0,283,0,468,0,215,0,70,0,286,0,148,0,132,0,392,0,598,0,870,0,296,Highway,44
1630,Truck,Mercedes,2005,1306753,218,1300568,28,1300725,28,1289462,79,1156970,686,1265750,188,1295505,51,1240667,303,1306755,0,1257087,227,1264265,195,1291011,72,1271198,163,1284225,103,1275804,142,Mixed,66
1631,Truck,MAN,2018,251131,117,244715,55,245374,50,220351,263,148021,881,222299,246,225757,217,193535,492,194738,482,241487,84,228596,193,220049,265,147536,885,204529,399,180706,602,Highway,50
1632,Truck,Scania,2001,1903317,264,1901625,6,1902470,3,1888622,56,1797428,401,1815662,332,1895484,30,1860932,161,1890581,48,1857380,174,1884611,71,1844117,224,1806971,365,1883005,77,1895156,31,Highway,83
1633,Car,Toyota,2002,894729,130,893597,8,885114,74,875711,147,727902,1283,864869,230,848205,357,866948,214,877436,134,857781,284,836897,444,887819,52,848421,355,809389,655,807397,671,Mixed,33
1634,Car,Hyundai,2011,245978,58,238694,127,242711,57,220135,445,73700,2968,229402,284,201277,775,174653,1229,244195,32,220770,434,206731,679,211532,594,189677,970,184243,1065,196213,856,Mixed,77
1635,Truck,Scania,2024,68096,245,67315,3,63575,18,32796,144,11403,232,54980,54,0,322,64853,13,12261,228,66654,6,46678,87,16882,209,0,428,0,406,49734,75,Mixed,66
1636,Car,Toyota,2007,1047410,193,1041193,33,1038225,48,1041139,32,916060,680,935771,578,1042941,23,1015741,164,1037319,52,1009704,195,996886,262,1013250,176,953240,487,965923,422,964777,428,Mixed,57
1637,Car,Hyundai,2005,383638,63,382750,15,380978,41,357942,408,262477,1926,359879,376,329916,853,313634,1115,326473,906,351307,512,379885,59,368496,241,358981,392,283170,1595,329226,863,Urban,42
1638,Truck,Mercedes,2004,1188307,188,1183654,25,1184652,20,1177435,58,1090851,518,1181365,36,1119126,368,1125887,332,1180225,42,1182457,31,1129352,313,1109534,420,1152647,189,1026758,859,1137693,269,Urban,54
1639,Car,Honda,2012,253830,65,250318,54,246059,118,206751,726,110166,2211,225750,429,234170,303,168548,1310,246472,112,233290,317,222936,477,215006,598,196189,888,193895,922,200756,816,Urban,75
1640,Truck,MAN,2013,718034,197,716546,7,714568,18,670129,243,665238,268,622856,484,638916,402,683999,173,694897,117,706499,59,716616,7,716384,9,633192,430,563364,784,647199,360,Urban,31
1641,Car,Honda,2022,163976,180,155656,46,159877,22,144908,106,85491,436,62351,565,124028,222,155232,49,110009,300,150222,77,105688,324,86692,430,123824,223,114226,277,112359,287,Mixed,59
1642,Car,Hyundai,2008,896759,176,893975,15,887667,52,885613,63,786795,625,835354,350,837693,336,819153,441,854730,240,879363,98,851957,254,826338,400,880899,90,805328,520,857906,220,Highway,55
1643,Bus,Iveco,2017,520897,217,512252,39,515980,22,487321,155,489434,145,408924,516,481987,179,514043,31,497737,106,497355,108,491647,135,447144,340,477148,201,370646,692,490272,141,Mixed,61
1644,Car,Ford,2008,557537,109,549595,73,550837,62,511631,422,449074,995,455545,935,534945,208,546512,100,502894,499,551847,50,514218,398,492879,593,544181,122,503584,495,495146,572,Urban,85
1645,Truck,Volvo,2005,658207,111,657192,10,653449,43,654707,30,552943,949,606788,464,584480,663,599279,530,649206,82,637046,191,602525,503,631550,239,541187,1053,515243,1289,569397,800,Mixed,31
1646,Bus,Iveco,2007,1076128,199,1067402,44,1075267,5,1068616,39,1039768,182,985321,457,1049326,134,997797,394,1054735,108,1030260,230,1038490,189,1068428,39,961988,574,898307,893,1040094,181,Highway,66
1647,Truck,Ford,2012,969783,249,960651,36,967245,11,955272,58,828073,569,902277,271,906655,254,902756,269,928527,166,935278,139,955891,56,937683,129,942794,109,805996,658,940534,117,Mixed,68
1648,Car,Toyota,2016,482087,180,478376,20,473899,46,446799,196,452988,161,432797,274,473298,49,480344,9,471619,59,436151,255,441737,225,478667,19,427911,300,481968,1,479606,14,Highway,78
1649,Bus,Volvo,2021,186009,160,178404,48,179339,43,159520,166,49761,851,101332,530,122907,394,126453,372,150256,224,177450,53,149807,227,184596,8,67179,744,52848,833,128485,360,Mixed,70
